Unnamed: 0,name,cik,state,issuers,cussip,shares,shares_type
230264,Calamos Advisors LLC,1316507,IL,Merck,58733RAD4,27500000.0,PRN
230349,Calamos Advisors LLC,1316507,IL,Pfizer,71654V408,270000.0,SH
320703,"Fisher Asset Management, LLC",850529,WA,Astrazeneca,045487105,295000.0,SH
320934,"Fisher Asset Management, LLC",850529,WA,Glaxosmithkline,37637Q105,558967.0,SH
321170,"Fisher Asset Management, LLC",850529,WA,Merck,58733R102,248271.0,SH
321177,"Fisher Asset Management, LLC",850529,WA,Moderna,606776201,4931862.0,SH
321211,"Fisher Asset Management, LLC",850529,WA,Novartis,66765N105,199182.0,SH
321271,"Fisher Asset Management, LLC",850529,WA,Pfizer,71654V408,39372571.0,SH
321320,"Fisher Asset Management, LLC",850529,WA,Roche,76927D101,75000.0,SH
321357,"Fisher Asset Management, LLC",850529,WA,Sanofi,800212201,832950.0,SH
322437,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Astrazeneca,045327103,114994.0,SH
322446,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Bayer,071813109,256695.0,SH
322692,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Merck,G5960L103,178547.0,SH
322735,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Pfizer,713448108,436124.0,SH
322753,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Roche,767204100,184750.0,SH
322761,KORNITZER CAPITAL MANAGEMENT INC /KS,898358,KS,Sanofi,79466L302,24667.0,SH
415708,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Curevac,231021106,350931.0,SH
416874,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Merck,588056101,90164.0,SH
416928,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Moderna,607409109,1046608.0,SH
417302,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Pfizer,71639T106,42800.0,SH
417695,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,919079,CA,Sinovac,G81477104,119153.0,SH
519403,"LETKO, BROSSEAU & ASSOCIATES INC",1297496,A8,Glaxosmithkline,369604103,7230913.0,SH
519420,"LETKO, BROSSEAU & ASSOCIATES INC",1297496,A8,Merck,56501R106,15624010.0,SH
519431,"LETKO, BROSSEAU & ASSOCIATES INC",1297496,A8,Pfizer,68389X105,946431.0,SH
529299,BlackRock Inc.,1364742,NY,Astrazeneca,046224101,1667.0,SH
529300,BlackRock Inc.,1364742,NY,Astrazeneca,046224101,2059.0,SH
529301,BlackRock Inc.,1364742,NY,Astrazeneca,046353108,137159.0,SH
529302,BlackRock Inc.,1364742,NY,Astrazeneca,046353108,5135056.0,SH
529303,BlackRock Inc.,1364742,NY,Astrazeneca,046353108,1955455.0,SH
529304,BlackRock Inc.,1364742,NY,Astrazeneca,046353108,4242078.0,SH
529305,BlackRock Inc.,1364742,NY,Astrazeneca,046353108,380143.0,SH
537064,BlackRock Inc.,1364742,NY,Curevac,231082801,75812.0,SH
543195,BlackRock Inc.,1364742,NY,Glaxosmithkline,377322102,1312.0,SH
552520,BlackRock Inc.,1364742,NY,Merck,58844R108,292.0,SH
552521,BlackRock Inc.,1364742,NY,Merck,58844R108,671.0,SH
552522,BlackRock Inc.,1364742,NY,Merck,58933Y105,7228430.0,SH
552523,BlackRock Inc.,1364742,NY,Merck,58933Y105,1299135.0,SH
552524,BlackRock Inc.,1364742,NY,Merck,58933Y105,2486551.0,SH
552525,BlackRock Inc.,1364742,NY,Merck,58933Y105,88244.0,SH
552526,BlackRock Inc.,1364742,NY,Merck,58933Y105,316710.0,SH
552528,BlackRock Inc.,1364742,NY,Merck,58933Y105,7639639.0,SH
552529,BlackRock Inc.,1364742,NY,Merck,58933Y105,5232870.0,SH
552530,BlackRock Inc.,1364742,NY,Merck,58933Y105,73978.0,SH
552531,BlackRock Inc.,1364742,NY,Merck,58933Y105,68326971.0,SH
552532,BlackRock Inc.,1364742,NY,Merck,58933Y105,61345720.0,SH
552533,BlackRock Inc.,1364742,NY,Merck,58933Y105,1988144.0,SH
552534,BlackRock Inc.,1364742,NY,Merck,58933Y105,4050616.0,SH
552535,BlackRock Inc.,1364742,NY,Merck,58933Y105,5644603.0,SH
552536,BlackRock Inc.,1364742,NY,Merck,58933Y105,9138940.0,SH
552537,BlackRock Inc.,1364742,NY,Merck,58933Y105,196945.0,SH
552538,BlackRock Inc.,1364742,NY,Merck,58933Y105,12038420.0,SH
552539,BlackRock Inc.,1364742,NY,Merck,58933Y105,2402996.0,SH
552540,BlackRock Inc.,1364742,NY,Merck,58933Y105,216993.0,SH
552541,BlackRock Inc.,1364742,NY,Merck,58933Y105,3507260.0,SH
552542,BlackRock Inc.,1364742,NY,Merck,58933Y105,1689120.0,SH
552543,BlackRock Inc.,1364742,NY,Merck,58933Y105,105612.0,SH
552544,BlackRock Inc.,1364742,NY,Merck,58933Y105,2500.0,SH
552545,BlackRock Inc.,1364742,NY,Merck,58933Y105,5300.0,SH
552546,BlackRock Inc.,1364742,NY,Merck,58933Y105,61000.0,SH
552547,BlackRock Inc.,1364742,NY,Merck,58933Y105,783600.0,SH
553264,BlackRock Inc.,1364742,NY,Moderna,607525102,1761.0,SH
553265,BlackRock Inc.,1364742,NY,Moderna,607525102,3361.0,SH
553266,BlackRock Inc.,1364742,NY,Moderna,60770K107,661609.0,SH
553267,BlackRock Inc.,1364742,NY,Moderna,60770K107,123766.0,SH
553268,BlackRock Inc.,1364742,NY,Moderna,60770K107,53281.0,SH
553269,BlackRock Inc.,1364742,NY,Moderna,60770K107,9027.0,SH
553270,BlackRock Inc.,1364742,NY,Moderna,60770K107,27652.0,SH
553271,BlackRock Inc.,1364742,NY,Moderna,60770K107,391824.0,SH
553272,BlackRock Inc.,1364742,NY,Moderna,60770K107,118111.0,SH
553273,BlackRock Inc.,1364742,NY,Moderna,60770K107,8855926.0,SH
553274,BlackRock Inc.,1364742,NY,Moderna,60770K107,7391851.0,SH
553275,BlackRock Inc.,1364742,NY,Moderna,60770K107,186466.0,SH
553276,BlackRock Inc.,1364742,NY,Moderna,60770K107,461974.0,SH
553277,BlackRock Inc.,1364742,NY,Moderna,60770K107,431479.0,SH
553278,BlackRock Inc.,1364742,NY,Moderna,60770K107,558793.0,SH
553279,BlackRock Inc.,1364742,NY,Moderna,60770K107,2642.0,SH
553280,BlackRock Inc.,1364742,NY,Moderna,60770K107,887258.0,SH
553281,BlackRock Inc.,1364742,NY,Moderna,60770K107,48659.0,SH
553282,BlackRock Inc.,1364742,NY,Moderna,60770K107,84534.0,SH
553283,BlackRock Inc.,1364742,NY,Moderna,60770K107,13448.0,SH
555391,BlackRock Inc.,1364742,NY,Novartis,67000B104,1563.0,SH
555392,BlackRock Inc.,1364742,NY,Novartis,67000B104,4196.0,SH
557781,BlackRock Inc.,1364742,NY,Pfizer,71678J100,9087.0,SH
557782,BlackRock Inc.,1364742,NY,Pfizer,71678J100,3514.0,SH
557783,BlackRock Inc.,1364742,NY,Pfizer,717081103,15250084.0,SH
557784,BlackRock Inc.,1364742,NY,Pfizer,717081103,2610868.0,SH
557785,BlackRock Inc.,1364742,NY,Pfizer,717081103,5364327.0,SH
557786,BlackRock Inc.,1364742,NY,Pfizer,717081103,191825.0,SH
557787,BlackRock Inc.,1364742,NY,Pfizer,717081103,695414.0,SH
557788,BlackRock Inc.,1364742,NY,Pfizer,717081103,654.0,SH
557789,BlackRock Inc.,1364742,NY,Pfizer,717081103,16668928.0,SH
557790,BlackRock Inc.,1364742,NY,Pfizer,717081103,9076371.0,SH
557791,BlackRock Inc.,1364742,NY,Pfizer,717081103,142597407.0,SH
557792,BlackRock Inc.,1364742,NY,Pfizer,717081103,128734240.0,SH
557793,BlackRock Inc.,1364742,NY,Pfizer,717081103,3770033.0,SH
557794,BlackRock Inc.,1364742,NY,Pfizer,717081103,8671691.0,SH
557795,BlackRock Inc.,1364742,NY,Pfizer,717081103,11522955.0,SH
557796,BlackRock Inc.,1364742,NY,Pfizer,717081103,11847062.0,SH
557797,BlackRock Inc.,1364742,NY,Pfizer,717081103,5816.0,SH
557798,BlackRock Inc.,1364742,NY,Pfizer,717081103,25961714.0,SH
557799,BlackRock Inc.,1364742,NY,Pfizer,717081103,1973873.0,SH
557800,BlackRock Inc.,1364742,NY,Pfizer,717081103,381050.0,SH
557801,BlackRock Inc.,1364742,NY,Pfizer,717081103,7297055.0,SH
557802,BlackRock Inc.,1364742,NY,Pfizer,717081103,304147.0,SH
561447,BlackRock Inc.,1364742,NY,Sanofi,801056102,4394.0,SH
561448,BlackRock Inc.,1364742,NY,Sanofi,801056102,8146.0,SH
561449,BlackRock Inc.,1364742,NY,Sanofi,80105N105,476687.0,SH
561450,BlackRock Inc.,1364742,NY,Sanofi,80105N105,8410665.0,SH
561451,BlackRock Inc.,1364742,NY,Sanofi,80105N105,2268838.0,SH
561452,BlackRock Inc.,1364742,NY,Sanofi,80105N105,42300.0,SH
561453,BlackRock Inc.,1364742,NY,Sanofi,80105N105,1770955.0,SH
561454,BlackRock Inc.,1364742,NY,Sanofi,80105N105,39400.0,SH
561455,BlackRock Inc.,1364742,NY,Sanofi,80105N105,54184.0,SH
561456,BlackRock Inc.,1364742,NY,Sanofi,80105N105,49129.0,SH
562708,BlackRock Inc.,1364742,NY,Roche,829226109,3643.0,SH
562709,BlackRock Inc.,1364742,NY,Roche,829226109,7034.0,SH
611935,LSV ASSET MANAGEMENT,1050470,IL,Astrazeneca,075896100,249200.0,SH
612062,LSV ASSET MANAGEMENT,1050470,IL,Roche,82981J109,4473909.0,SH
612185,LSV ASSET MANAGEMENT,1050470,IL,Merck,628968109,7851.0,SH
612251,LSV ASSET MANAGEMENT,1050470,IL,Glaxosmithkline,427096508,316470.0,SH
612343,LSV ASSET MANAGEMENT,1050470,IL,Pfizer,747301109,1345752.0,SH
612449,LSV ASSET MANAGEMENT,1050470,IL,Sanofi,843395104,298800.0,SH
620103,DIAMOND HILL CAPITAL MANAGEMENT INC,1217541,OH,Glaxosmithkline,37045V100,7778216.0,SH
620141,DIAMOND HILL CAPITAL MANAGEMENT INC,1217541,OH,Novartis,62482R107,3576398.0,SH
620148,DIAMOND HILL CAPITAL MANAGEMENT INC,1217541,OH,Pfizer,713448108,3017308.0,SH
665760,FMR LLC,315066,MA,Astrazeneca,G0585R106,64900.0,SH
665761,FMR LLC,315066,MA,Astrazeneca,G0585R106,90959.0,SH
665762,FMR LLC,315066,MA,Astrazeneca,046353108,24029623.0,SH
665763,FMR LLC,315066,MA,Astrazeneca,046353108,799763.0,SH
665764,FMR LLC,315066,MA,Astrazeneca,046353108,11927.0,SH
668611,FMR LLC,315066,MA,Glaxosmithkline,377322102,286680.0,SH
668612,FMR LLC,315066,MA,Glaxosmithkline,377322102,59262.0,SH
668613,FMR LLC,315066,MA,Glaxosmithkline,37733W105,11515858.0,SH
668614,FMR LLC,315066,MA,Glaxosmithkline,37733W105,4986760.0,SH
668615,FMR LLC,315066,MA,Glaxosmithkline,37733W105,944411.0,SH
670952,FMR LLC,315066,MA,Merck,58844R108,179830.0,SH
670953,FMR LLC,315066,MA,Merck,58933Y105,5392130.0,SH
670954,FMR LLC,315066,MA,Merck,58933Y105,1984206.0,SH
670955,FMR LLC,315066,MA,Merck,58933Y105,54737.0,SH
671092,FMR LLC,315066,MA,Moderna,607525102,21441.0,SH
671093,FMR LLC,315066,MA,Moderna,607525102,1429.0,SH
671094,FMR LLC,315066,MA,Moderna,60770K107,7940012.0,SH
671095,FMR LLC,315066,MA,Moderna,60770K107,5611.0,SH
671537,FMR LLC,315066,MA,Novartis,67000B104,552.0,SH
671538,FMR LLC,315066,MA,Novartis,67000B104,114.0,SH
671539,FMR LLC,315066,MA,Novartis,66987V109,441769.0,SH
671540,FMR LLC,315066,MA,Novartis,66987V109,873635.0,SH
671994,FMR LLC,315066,MA,Pfizer,71654V408,3310825.0,SH
671996,FMR LLC,315066,MA,Pfizer,717081103,3517107.0,SH
672750,FMR LLC,315066,MA,Sanofi,801056102,601.0,SH
672751,FMR LLC,315066,MA,Sanofi,801056102,506.0,SH
672752,FMR LLC,315066,MA,Sanofi,80105N105,12915578.0,SH
672753,FMR LLC,315066,MA,Sanofi,80105N105,3939980.0,SH
684236,PRIMECAP MANAGEMENT CO/CA/,763212,CA,Astrazeneca,04247X102,22000.0,SH
684331,PRIMECAP MANAGEMENT CO/CA/,763212,CA,Glaxosmithkline,375916103,108340.0,SH
684390,PRIMECAP MANAGEMENT CO/CA/,763212,CA,Merck,580135101,152000.0,SH
684410,PRIMECAP MANAGEMENT CO/CA/,763212,CA,Novartis,665859104,4260477.0,SH
684453,PRIMECAP MANAGEMENT CO/CA/,763212,CA,Sanofi,79466L302,50000.0,SH
726674,Bank of New York Mellon Corp,1390777,NY,Astrazeneca,046224101,42.0,SH
726676,Bank of New York Mellon Corp,1390777,NY,Astrazeneca,046353108,51573.0,SH
726677,Bank of New York Mellon Corp,1390777,NY,Astrazeneca,046353108,1552.0,SH
726678,Bank of New York Mellon Corp,1390777,NY,Astrazeneca,046353108,16319.0,SH
733772,Bank of New York Mellon Corp,1390777,NY,Glaxosmithkline,377322102,22267.0,SH
733773,Bank of New York Mellon Corp,1390777,NY,Glaxosmithkline,377322102,42.0,SH
733774,Bank of New York Mellon Corp,1390777,NY,Glaxosmithkline,37733W105,9638.0,SH
733775,Bank of New York Mellon Corp,1390777,NY,Glaxosmithkline,37733W105,2848.0,SH
733776,Bank of New York Mellon Corp,1390777,NY,Glaxosmithkline,37733W105,199151.0,SH
733777,Bank of New York Mellon Corp,1390777,NY,Glaxosmithkline,37733W105,525863.0,SH
738605,Bank of New York Mellon Corp,1390777,NY,Merck,58844R108,8393.0,SH
738607,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,226797.0,SH
738608,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,14280685.0,SH
738609,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,87421.0,SH
738610,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,69695.0,SH
738611,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,717160.0,SH
738612,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,58721.0,SH
738613,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,87664.0,SH
738614,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,98480.0,SH
738615,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,20929.0,SH
738616,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,4625412.0,SH
738617,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,24907.0,SH
738618,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,7968911.0,SH
738619,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,2336490.0,SH
738620,Bank of New York Mellon Corp,1390777,NY,Merck,58933Y105,921286.0,SH
738978,Bank of New York Mellon Corp,1390777,NY,Moderna,607525102,3746.0,SH
738980,Bank of New York Mellon Corp,1390777,NY,Moderna,60770K107,712387.0,SH
738981,Bank of New York Mellon Corp,1390777,NY,Moderna,60770K107,47783.0,SH
738982,Bank of New York Mellon Corp,1390777,NY,Moderna,60770K107,40.0,SH
738983,Bank of New York Mellon Corp,1390777,NY,Moderna,60770K107,517011.0,SH
738984,Bank of New York Mellon Corp,1390777,NY,Moderna,60770K107,15043.0,SH
738985,Bank of New York Mellon Corp,1390777,NY,Moderna,60770K107,242.0,SH
740049,Bank of New York Mellon Corp,1390777,NY,Novartis,67000B104,970.0,SH
740051,Bank of New York Mellon Corp,1390777,NY,Novartis,66987V109,51573.0,SH
740052,Bank of New York Mellon Corp,1390777,NY,Novartis,66987V109,6236.0,SH
740053,Bank of New York Mellon Corp,1390777,NY,Novartis,66987V109,950.0,SH
740054,Bank of New York Mellon Corp,1390777,NY,Novartis,66987V109,158959.0,SH
740055,Bank of New York Mellon Corp,1390777,NY,Novartis,66987V109,105421.0,SH
740056,Bank of New York Mellon Corp,1390777,NY,Novartis,66987V109,216257.0,SH
740057,Bank of New York Mellon Corp,1390777,NY,Novartis,66987V109,71697.0,SH
741280,Bank of New York Mellon Corp,1390777,NY,Pfizer,71654V101,1097663.0,SH
741281,Bank of New York Mellon Corp,1390777,NY,Pfizer,71654V101,2203.0,SH
741282,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,192061.0,SH
741283,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,31844818.0,SH
741284,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,498266.0,SH
741285,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,241842.0,SH
741286,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,1432586.0,SH
741287,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,210808.0,SH
741288,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,30099.0,SH
741289,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,18946687.0,SH
741290,Bank of New York Mellon Corp,1390777,NY,Pfizer,717081103,7639003.0,SH
743155,Bank of New York Mellon Corp,1390777,NY,Sanofi,801056102,36706.0,SH
743157,Bank of New York Mellon Corp,1390777,NY,Sanofi,80105N105,1518.0,SH
743158,Bank of New York Mellon Corp,1390777,NY,Sanofi,80105N105,180.0,SH
743159,Bank of New York Mellon Corp,1390777,NY,Sanofi,80105N105,1657.0,SH
743160,Bank of New York Mellon Corp,1390777,NY,Sanofi,80105N105,99333.0,SH
743161,Bank of New York Mellon Corp,1390777,NY,Sanofi,80105N105,88256.0,SH
743162,Bank of New York Mellon Corp,1390777,NY,Sanofi,80105N105,109672.0,SH
754834,"DRW Securities, LLC",1481986,IL,Astrazeneca,03835T200,7976176.0,SH
754897,"DRW Securities, LLC",1481986,IL,Moderna,594918104,38000.0,SH
754898,"DRW Securities, LLC",1481986,IL,Moderna,594972408,4600.0,SH
794617,"LORD, ABBETT & CO. LLC",728100,NJ,Astrazeneca,04016X101,222331.0,SH
794618,"LORD, ABBETT & CO. LLC",728100,NJ,Astrazeneca,04016X101,62.0,SH
794966,"LORD, ABBETT & CO. LLC",728100,NJ,Merck,58733R102,80337.0,SH
795120,"LORD, ABBETT & CO. LLC",728100,NJ,Sanofi,78489X103,2251748.0,SH
797090,WELLS FARGO & COMPANY/MN,72971,CA,Astrazeneca,046224101,47367.0,SH
797091,WELLS FARGO & COMPANY/MN,72971,CA,Astrazeneca,046224101,69.0,SH
797092,WELLS FARGO & COMPANY/MN,72971,CA,Astrazeneca,046224101,216.0,SH
797093,WELLS FARGO & COMPANY/MN,72971,CA,Astrazeneca,046353108,36419.0,SH
797094,WELLS FARGO & COMPANY/MN,72971,CA,Astrazeneca,046353108,11242.0,SH
797095,WELLS FARGO & COMPANY/MN,72971,CA,Astrazeneca,046353108,232471.0,SH
797096,WELLS FARGO & COMPANY/MN,72971,CA,Astrazeneca,046353108,1558103.0,SH
800383,WELLS FARGO & COMPANY/MN,72971,CA,Curevac,231082801,8720.0,SH
803350,WELLS FARGO & COMPANY/MN,72971,CA,Glaxosmithkline,377322102,200.0,SH
803351,WELLS FARGO & COMPANY/MN,72971,CA,Glaxosmithkline,377322102,2240.0,SH
803352,WELLS FARGO & COMPANY/MN,72971,CA,Glaxosmithkline,377322102,53141.0,SH
803353,WELLS FARGO & COMPANY/MN,72971,CA,Glaxosmithkline,37733W105,26365.0,SH
803354,WELLS FARGO & COMPANY/MN,72971,CA,Glaxosmithkline,37733W105,1629419.0,SH
803355,WELLS FARGO & COMPANY/MN,72971,CA,Glaxosmithkline,37733W105,403800.0,SH
803356,WELLS FARGO & COMPANY/MN,72971,CA,Glaxosmithkline,37733W105,414752.0,SH
808115,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58844R108,45168.0,SH
808116,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58844R108,5174.0,SH
808118,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58933Y105,2999086.0,SH
808119,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58933Y105,6443787.0,SH
808120,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58933Y105,113294.0,SH
808121,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58933Y105,300.0,SH
808122,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58933Y105,1674836.0,SH
808123,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58933Y105,11107427.0,SH
808124,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58933Y105,4700.0,SH
808125,WELLS FARGO & COMPANY/MN,72971,CA,Merck,58933Y105,53846.0,SH
808438,WELLS FARGO & COMPANY/MN,72971,CA,Moderna,607525102,71262.0,SH
808439,WELLS FARGO & COMPANY/MN,72971,CA,Moderna,607525102,50442.0,SH
808440,WELLS FARGO & COMPANY/MN,72971,CA,Moderna,607525102,2073.0,SH
808441,WELLS FARGO & COMPANY/MN,72971,CA,Moderna,60770K107,86677.0,SH
808442,WELLS FARGO & COMPANY/MN,72971,CA,Moderna,60770K107,109308.0,SH
808443,WELLS FARGO & COMPANY/MN,72971,CA,Moderna,60770K107,70.0,SH
808444,WELLS FARGO & COMPANY/MN,72971,CA,Moderna,60770K107,25452.0,SH
808445,WELLS FARGO & COMPANY/MN,72971,CA,Moderna,60770K107,189733.0,SH
809339,WELLS FARGO & COMPANY/MN,72971,CA,Novartis,67000B104,12470.0,SH
809340,WELLS FARGO & COMPANY/MN,72971,CA,Novartis,67000B104,3815.0,SH
809341,WELLS FARGO & COMPANY/MN,72971,CA,Novartis,67000B104,5112.0,SH
809342,WELLS FARGO & COMPANY/MN,72971,CA,Novartis,66987V109,517435.0,SH
809343,WELLS FARGO & COMPANY/MN,72971,CA,Novartis,66987V109,480459.0,SH
810518,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,71654V408,17767.0,SH
810519,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,71654V408,206719.0,SH
810520,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,71678J100,26.0,SH
810521,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,717081103,2678482.0,SH
810522,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,717081103,7435524.0,SH
810523,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,717081103,15.0,SH
810524,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,717081103,632.0,SH
810525,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,717081103,2807024.0,SH
810526,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,717081103,15418732.0,SH
810527,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,717081103,30600.0,SH
810528,WELLS FARGO & COMPANY/MN,72971,CA,Pfizer,717081103,47506.0,SH
812101,WELLS FARGO & COMPANY/MN,72971,CA,Sanofi,801056102,26764.0,SH
812102,WELLS FARGO & COMPANY/MN,72971,CA,Sanofi,801056102,71601.0,SH
812103,WELLS FARGO & COMPANY/MN,72971,CA,Sanofi,801056102,372008.0,SH
812104,WELLS FARGO & COMPANY/MN,72971,CA,Sanofi,80105N105,32697.0,SH
812105,WELLS FARGO & COMPANY/MN,72971,CA,Sanofi,80105N105,233679.0,SH
812698,WELLS FARGO & COMPANY/MN,72971,CA,Roche,829226109,93877.0,SH
812699,WELLS FARGO & COMPANY/MN,72971,CA,Sinovac,829226109,3427.0,SH
812700,WELLS FARGO & COMPANY/MN,72971,CA,Sinovac,829226109,58582.0,SH
826911,RENAISSANCE TECHNOLOGIES LLC,1037389,NY,Astrazeneca,045487105,150317.0,SH
827927,RENAISSANCE TECHNOLOGIES LLC,1037389,NY,Glaxosmithkline,375558103,6374762.0,SH
828600,RENAISSANCE TECHNOLOGIES LLC,1037389,NY,Merck,587376104,801513.0,SH
828660,RENAISSANCE TECHNOLOGIES LLC,1037389,NY,Moderna,G6181K106,93970.0,SH
828812,RENAISSANCE TECHNOLOGIES LLC,1037389,NY,Novartis,66979P201,61220.0,SH
829345,RENAISSANCE TECHNOLOGIES LLC,1037389,NY,Roche,828359109,244287.0,SH
829346,RENAISSANCE TECHNOLOGIES LLC,1037389,NY,Sinovac,829073105,149000.0,SH
831705,BAILLIE GIFFORD & CO,1088875,X0,Curevac,229899109,4658.0,SH
831706,BAILLIE GIFFORD & CO,1088875,X0,Curevac,229899109,392.0,SH
831707,BAILLIE GIFFORD & CO,1088875,X0,Curevac,229899109,121245.0,SH
831708,BAILLIE GIFFORD & CO,1088875,X0,Curevac,N2451R105,1870009.0,SH
832017,BAILLIE GIFFORD & CO,1088875,X0,Moderna,594918104,615867.0,SH
832018,BAILLIE GIFFORD & CO,1088875,X0,Moderna,594918104,2082320.0,SH
832019,BAILLIE GIFFORD & CO,1088875,X0,Moderna,607409109,29700.0,SH
832020,BAILLIE GIFFORD & CO,1088875,X0,Moderna,60770K107,3835331.0,SH
834438,RHUMBLINE ADVISERS,1115418,MA,Merck,587376104,27928.0,SH
834487,RHUMBLINE ADVISERS,1115418,MA,Moderna,55306N104,153239.0,SH
834637,RHUMBLINE ADVISERS,1115418,MA,Novartis,62955J103,754383.0,SH
